uid,start,end,all_day,venue,doors,showtime,live_start,live_end,meet_start,meet_end,summary,location,description,status,recurrence,last_modified
03o6a2s7dfuvl7sc216ibji69b@google.com,2026-03-14,2026-03-14,yes,下北沢ライブハウス 8会場,11:00,12:00,12:30,12:55,13:20,14:20,【イベント】『IDOL FILE CITY CULTURE CIRCUIT 2026』,,"3月14日(土)@ 下北沢ライブハウス 8会場
『IDOL FILE CITY CULTURE CIRCUIT 2026』
開場 11:00 / 開演 12:00
チケット 前売 5,500円(各+1D)

ライブ 12:30~12:55(Flowers LOFT)
特典会 13:20~14:20(下北路線街 空き地G)

■チケット販売サイト
https://livepocket.jp/e/ccc2026
※チケット発売：12/26(金)20:00先着",CONFIRMED,,20260219T090306Z
4gnk8ortbamu12bf9dvm6vimvc@google.com,2026-03-15,2026-03-15,yes,下北沢SHELTER,11:30,12:00,,,,,【イベント】Drawry.主催イベント「小宵めみ生誕」,,"3月15日(日)@ 下北沢SHELTER
Drawry.主催イベント「小宵めみ生誕」
開場 11:30/ 開演 12:00
チケット 前売2,500円 当日 3,000円(各+1D)
出演 Drawry. / 小宵めみ

■チケット販売サイト
https://livepocket.jp/e/8cv81
※チケット発売：1/4(日)22:00先着",CONFIRMED,,20260103T110157Z
23lsbmknnkccumuco1n3svjdaj@google.com,2026-03-17,2026-03-17,yes,,,,,,,,【個人配信】周防七泉,,"22時にスペースにて配信を行います。

#0328Drawry1stONEMANあるよ",CONFIRMED,,20260404T232509Z
1glmsbf0fvl02rc01sph283snh@google.com,2026-03-20,2026-03-20,yes,タワーレコード新宿店,12:30,13:00,,,,,【リリースイベント】タワーレコード新宿店,,"■リリースイベント情報
2026年3月20日(金・祝)
タワーレコード新宿店
13:00スタート(12:30集合)
特典会：タワーエプロン着用
※「整理番号付き入場券」「特典券」をご希望のお客様は、イベント当日開店時よりタワーレコード新宿店9Fレジにてお買い求めください。「特典券」希望の場合は新宿店特典のインスト音源CD-Rは付きませんのでご注意ください。",CONFIRMED,,20260226T105320Z
4p8jnmpuv4254ki49a3jcsjq5m@google.com,2026-03-20,2026-03-20,yes,銀座BASE GRANBELL,13:30,14:00,17:05,17:35,18:35,19:35,【イベント】「IDOLGROW vol.22」,,"3月20日(金・祝)@ 銀座BASE GRANBELL
「IDOLGROW vol.22」
チケット
VIP：5000円
一般：3000円
当日：+1000円 全種+1d
☆VIPチケットをお持ちの方は一般エリアでも観覧可能

ライブ 17:05~17:35
特典会 18:35~19:35

■チケット販売サイト
https://livepocket.jp/e/j1-ac
※チケット発売：3/4(木)22:00先着",CONFIRMED,,20260319T032713Z
63q4t383k4k3it2ichhckg90ha@google.com,2026-03-21,2026-03-21,yes,SHIBUYA RING,10:30,11:00,12:05,12:25,12:35,13:35,【イベント】「LEADING SPRING Circuit」,,"3月21日(土)@ duo MUSIC EXCHANGE / SHIBUYA RING / DESEO mini with VILLAGE VANGUARD
「LEADING SPRING Circuit」
優先エリア ¥7,000 / 一般エリア ¥3,000
※優先エリアはduo MUSIC EXCHANGEのみ

ライブ 12:05~12:25(SHIBUYA RING)
特典会 後日解禁

■チケット販売サイト 
https://ticketvillage.jp/events/13702
先行抽選 2/16(月) 21:00 - 3/9(月) 23:59
一般発売 3/10(火) 21:00 - 3/20(金) 23:59",CONFIRMED,,20260319T100602Z
30j5uccf4prpk1abiqju6u11oi@google.com,2026-03-22,2026-03-22,yes,Flowers Loft,11:00,11:30,13:20,13:45,14:05,15:05,【イベント】『脱却FES 2026』,,"3月22日(日)@ 下北沢シャングリラ / MOSAiC / Flowers LOFT / ERA
『脱却FES 2026』
開場 11:00/ 開演 11:30
チケット 前売 4,000円 当日 5,000円(各+1D)

ライブ 13:20~13:45(Flowers LOFT)
特典会 14:05~15:05(Flowers LOFT A)

■チケット販売サイト
 https://livepocket.jp/e/pfcvp
※チケット発売：2/22(日)21:00先着",CONFIRMED,,20260312T120421Z
08k0a5liifoda13vdm33jav0p1@google.com,2026-03-24,2026-03-24,yes,,,,,,,,【個人配信】小宵めみ,,"21時にスペースにて配信を行います。

#0328Drawry1stONEMANあるよ",CONFIRMED,,20260404T232509Z
5atn8234mqi8est8qaf888q4nk@google.com,2026-03-27,2026-03-27,yes,,,,,,,,【配信】全員,,"19時30分にYouTubeライブにて配信を行います。
https://youtube.com/live/SNogdFaWuLk?feature=share

#0328Drawry1stONEMANあるよ",CONFIRMED,,20260404T232509Z
6b04264e877dvp9qqft2849ra3@google.com,2026-03-28,2026-03-28,yes,Spotify O-Crest,11:20,11:55,,,,,(Sold out)【1st ONEMAN LIVE】「I Believe」,,"※チケット完売※
2026年3月28日(土)@ 渋谷Spotify O-Crest
Drawry.1st ONEMAN LIVE「I Believe」
開場 11:20/ 開演 11:55
チケット Sチケット 6,980円 一般チケット 1,980円 当日券. 2,500円(一般のみ) (各+1D)
Sチケット特典：優先入場/ファストパス付きチェキ券1枚
※当日は混雑が予想されます。お荷物はできるだけコンパクトにしていただきロッカーのご利用、またはご自身でお持ちのうえご観覧ください。床に荷物を置くことはご遠慮ください。収録が入る関係で柵の前に置くことも禁止とさせていただきます。何卒ご協力のほどお願いいたします。

入場順
Sチケット→一般チケット→手売りチケット→最終の追加チケット

■チケット販売サイト
https://livepocket.jp/e/drawry_1st
※追加チケット販売：3/23(月)22:00先着",CONFIRMED,,20260326T130717Z
1049cqce66b9j6aes9qr80dbh9@google.com,2026-03-29,2026-03-29,yes,Flowers Loft,11:00,11:30,18:45,19:10,19:20,20:20,【イベント】『脱却』,,"3月29日(日)@ Flowers Loft
『脱却』
開場 11:00/ 開演 11:30
チケット 前売2,500円 当日 3,500円(各+1D)
出演 会心ノ一撃 / may in film / 月刊PAM / RAY / SOMOSOMO / yumegiwa last girl / HOTALOOP / cowolo / 雨模様のソラリス / YA'ABURNEE / Chalca / 9DayzGlitchClubTokyo / YOTAKA / Drawry. / Noreco

ライブ 18:45~19:10
特典会 19:20~20:20(並行物販)

■チケット販売サイト 
https://livepocket.jp/e/3n99k
※チケット発売：3/12(木)22:00先着",CONFIRMED,,20260324T130955Z
7o1debfvvmqh7tkrhfaffug1jb@google.com,2026-04-01,2026-04-01,yes,,,,,,,,【ファンクラブ】Drawry. Official Site オープン,,"4月1日(水)20:00より
Drawry. Official Site オープン🎉
〈無料コンテンツ〉
・NEWS
・Profile
・SCHEDULE

〈ファンクラブ限定〉
・BLOG
・LIVE配信 ※不定期での個人配信の予定
・グループチャット
・バースデーメッセージ

▼会費
Web決済：月額840円(税込)
アプリ決済：月額1,600円(税込)
※内容は同じのためWeb決済がおすすめです。Web登録後にアプリでログインして使用できます。

▼入会はこちら
https://drawry.bitfan.id
※4/1(水)20:00以降サイトが開けるようになります。",CONFIRMED,,20260401T162153Z
39u2voll41gsharfn8iqkn2gfk@google.com,2026-04-04,2026-04-04,yes,下北沢MOSAiC,11:00,11:30,,,,,【イベント】Drawry.主催イベント「I Believe -After party-」,,"4月4日(土)@ 下北沢MOSAiC
Drawry.主催イベント「I Believe -After party-」
開場 11:00/ 開演 11:30
チケット 優先入場 2,500円 / 一般チケット 500円 / 3月28日ワンマンチケットをお持ちのお客様 0円(各+1D)
入場順
優先入場チケット→3/28チケットをお持ちのお客様→一般チケット

■チケット販売サイト 
https://t-dv.com/nRTusGcuy8dCHffTWbZ9
※チケット発売：3/13(金)21:00先着
※完売した場合でも3/28以降に追加チケットを出します
※チケット購入時、事前にドリンク代を徴収いたします",CONFIRMED,,20260312T100051Z
0nlfb9uouk3m75rvigvkkfd9cj@google.com,2026-04-05,2026-04-05,yes,下北沢Flowers Loft,10:30,10:45,13:15,13:40,13:40,14:40,【イベント】INFINITY LIVE presents『ASTROPUFF』,,"4月5日(日)@ 下北沢Flowers Loft
INFINITY LIVE presents『ASTROPUFF』
開場 10:30/ 開演 10:45
チケット 優先入場¥3100 / 前売券 ¥2500 / 当日券 ¥3200(各+1D)
出演 yumegiwa last girl / THE PINK MINDS / Drawry. / LUCY /トナリア / ponderosa may bloom / 猫の眼に宇宙

ライブ 13:15~13:40
特典会 13:40~14:40

■チケット販売サイト
https://t-dv.com/20260405_flowersloft
※チケット発売：3/17(火) 20:00先着",CONFIRMED,,20260326T122639Z
2v5r8qghdpp13b322f5bungth9@google.com,2026-04-11,2026-04-11,yes,大塚FUTURE:,10:30,10:50,13:20,13:45,14:00,15:00,【イベント】『Buenos días desde Otsuka.』,,"4月11日(土)@ 大塚FUTURE:
『Buenos días desde Otsuka.』
開場 10:30/ 開演 10:50
チケット 前売2,500円 当日 3,500円(各+1D)
出演 il pleut / EMPATHY / CoTei / sus-tain / 戦国アニマル極楽浄土 / Drawry. / HOTALOOP / マイナーガール / Meteorite of the huge ICE / YUGUREMI / YOTAKA

ライブ 13:20~13:45
特典会 14:00~15:00(並行物販)

■チケット販売サイト 
https://ticketvillage.jp/events/13729
※チケット発売：3/16(月) 22:00先着",CONFIRMED,,20260330T104539Z
7jhn9qbr19lt9gh47rucmlocvc@google.com,2026-04-12,2026-04-12,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260404T064805Z
3k8gn3h0etaukbpvhg3jvkierr@google.com,2026-04-14,2026-04-14,yes,渋谷チェルシーホテル,18:30,18:50,20:20,20:50,20:50,22:00,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,,"4月14日(火)@ 渋谷チェルシーホテル
#ﾆｷﾌﾟﾚ『シキサイ。』
開場 18:30/ 開演 18:50
チケット 前売2,800円 当日 3,300円(各+1D)
出演 Drawry. / HOTALOOP / MISS MY NOTES / 美味しい水玉

ライブ 20:20~20:50
特典会 20:50~22:00

■チケット販売サイト
https://livepocket.jp/e/20260414_nikipre_2
※チケット発売：4/1(水)22:00先着",CONFIRMED,,20260331T094628Z
0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,2026-04-18,2026-04-19,yes,いわき湯本温泉 旅館こいと,11:25,12:00,12:00,12:25,12:35,13:45,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,,"4月18日(土),19日(日)@ いわき湯本温泉 旅館こいと
エクストロメ‼ presents『トロメ〜湯♨️』
※1日目(4/18)の特典会では館内浴衣を着用して実施予定となります。

4月18日
開場 11:25/ 開演 12:00
ライブ 12:00~12:25
特典会 12:35~13:45

4月19日
開場 10:20/ 開演 11:00
ライブ 11:30~11:55
特典会 12:05~13:15

※日によって開場・開演が異なります。
●前売り（各+1d）
①通し券；9,800円（S1〜）
発売日時:3/20(金祝) 12:00先着

②DAY1 ；5,500円（A1〜）
発売日時: 3/20(金祝) 12:30先着

③DAY2；5,500円（B1〜）
発売日時: 3/20(金祝) 13:00先着

■チケット販売サイト
https://livepocket.jp/e/8cklr",CONFIRMED,,20260414T143120Z
7tib09ak15b80e85afjs5dmb1f@google.com,2026-04-22,2026-04-22,yes,SHIBUYA CLUB QUATTRO,12:45,13:00,16:05,16:30,16:55,18:05,【イベント】「SOUL」,,"4月22日(水)@ SHIBUYA CLUB QUATTRO 
「SOUL」
開場 12:45/ 開演 13:00
チケット 前方エリア 6,000円 一般 3,000円(各+1D)
出演 airattic / THE ORCHESTRA TOKYO / キングサリ / Kolokol / SITUASION / XINXIN / Tohkei / Drawry. / NUANCE / HIBANA / FOKALITE / PRSMIN / Payrin’s / ponderosa may bloom / Malcolm Mask McLaren / Mirror,Mirror / Maison de Queen / YOLOZ / RePLAY / AFTERS

ライブ 16:05~16:30
特典会 16:55~18:05(並行物販C)

■チケット販売サイト
https://livepocket.jp/e/soul_0422
※チケット発売：3/17(火) 21:00先着",CONFIRMED,,20260415T110442Z
7qq9po5j94vnn1uua8t0cci4ha@google.com,2026-04-24,2026-04-24,yes,新宿MARZ,18:30,19:00,20:30,21:00,21:00,22:00,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,,"4月24日(金)@ 新宿MARZ
UNIVERSE企画『NEW ORDER #無銭NIGHT』
開場 18:30 / 開演 19:00
チケット 前売 0円 当日 1,000円(各+2D)
出演 キュニコ / Drawry. / YUGUREMI / 会心ノ一撃

ライブ 20:30~21:00
特典会 21:00~22:00

■チケット販売サイト
https://livepocket.jp/e/6zrzo
※チケット販売：3/27(金) 22:00先着",CONFIRMED,,20260326T101158Z
38lopms7ofcq1opqn08hh9s4vf@google.com,2026-04-25,2026-04-25,yes,下北沢MOSAiC,15:10,15:30,16:20,16:45,17:40,18:40,【イベント】『Road to Festival In the Rain2026 #01』 supported by INFINITY LIVE,,"4月25日(土)@ 下北沢MOSAiC
『Road to Festival In the Rain2026 #01』
supported by INFINITY LIVE
開場 15:10/ 開演 15:30
チケット 優先入場 ¥3,100 / 前売券 ¥2,500 / 当日券 ¥3,200(各+1D)
出演 雨模様のソラリス / HOTALOOP / LUCY / Drawry. / スパンコールグッドタイムズ

■チケット販売サイト
https://t-dv.com/20250425_evening
※チケット発売：4/4(土)22:00先着",CONFIRMED,,20260403T132314Z
49g828ivtam7gnftuvn4fsc935@google.com,2026-04-26,2026-04-26,yes,Flowers Loft,10:40,11:00,11:25,11:50,13:35,14:35,【イベント】INFINITY LIVE presents『ASTROPUFF』,,"4月26日(日)@ 下北沢Flowers Loft
INFINITY LIVE presents『ASTROPUFF』
開場 10:40/ 開演 11:00
チケット 優先入場 ¥3,100 / 前売券 ¥2,500 / 当日券 ¥3,200(各+1D)
出演 雨模様のソラリス / THE PINK MINDS / LUCY / HOTALOOP / Drawry. / ゆるめるモ！

■チケット販売サイト 
https://t-dv.com/20260426_day
※チケット発売：4/4(土)20:00先着",CONFIRMED,,20260403T110951Z
28q450ad0b8ffbvl51svuoku7r@google.com,2026-04-27,2026-04-27,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260404T064855Z
754qgre84vqhrd7rgsvbs66gj7@google.com,2026-04-28,2026-04-28,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260404T064834Z
7d1t4stgni2b85hhhmb0sm3orb@google.com,2026-04-29,2026-04-29,yes,新宿LOFT,10:20,10:40,16:40,17:05,17:05,18:05,【イベント】「ソノウチ」,,"4月29日(水・祝)@ 新宿LOFT
「ソノウチ」
開場 10:20/ 開演 10:40
チケット 前売3,400円 / 当日4,000円(各+1D)
出演 AISTEAL / I'mew（あいみゅう） / AFTERS / AQ / 開歌-かいか- / 会心ノ一撃 / キュニコ / GREAT MONKEYS / SHAKE NA BABYS / Gimme!×Gimme! / スーパーベイビーズ / スパンコールグッドタイムズ / SWANTICK / セカイシティ / Drawry. / 二丁目の魁カミングアウト / NUANCE / PANDA CLUB / ピューパ!! /  HOTALOOP / 夢みるアドレセンス / 愛乙女★DOLL

ライブ 16:40~17:05

特典会 17:05~18:05(並行物販C)
■チケット販売サイト
https://t-dv.com/260429sonouti
※チケット発売：4/8(水) 22:00先着",CONFIRMED,,20260421T085551Z
12reii57d663m7ishjkqvc5e6q@google.com,2026-04-30,2026-04-30,yes,新宿MARZ,18:00,18:30,18:55,19:20,20:30,21:30,【イベント】YOTAKA定期公演『Starlight』vol.4,,"4月30日 (木) @新宿MARZ
YOTAKA定期公演『Starlight』vol.4
開場 18:00/ 開演 18:30
チケット 前売2,500円 当日 3,500円(各+1D)
出演 YOTAKA / Drawry. / 雨模様のソラリス / yumegiwa last girl

■チケット販売サイト 
https://t-dv.com/Starlight0430
※チケット発売：4/2(木)22:00先着",CONFIRMED,,20260402T050900Z
12ll26cpes64u8ehs1iqoa0mcr@google.com,2026-05-01,2026-05-01,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260404T065446Z
1h49ri9i9uc06n4h83k2ln8e29@google.com,2026-05-02,2026-05-02,yes,銀座 BASE GRANBELL,12:30,13:00,13:00,13:25,13:30,14:40,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,,"5月2日(土)@ 銀座 BASE GRANBELL
「KAWAii is not ENOUGH supported by エクストロメ Vol.9」
開場 12:30/ 開演 13:00
チケット VIP(下手ソファーエリア) ¥6,000 / 一般 ¥2,800(各+1D)
出演 AFTERS / 美味しい曖昧 / カイジューバイミー / SITUASION / スパンコールグッドタイムズ /selfish / Drawry. / FOKALITE / BELLRING少女ハート / Payrin's / Ringwanderung

ライブ 13:00~13:25
特典会 13:30~14:40(並行物販)

■チケット販売サイト
 https://t-dv.com/kawaii_ine_260502
※チケット発売：4/7(火) 21:30先着",CONFIRMED,,20260406T134906Z
1ptptrg4ssnlrumcsbbms4ilpb@google.com,2026-05-03,2026-05-03,yes,下北沢SHELTER,10:00,10:30,17:40,18:10,18:10,19:10,【イベント】『weekend weekend festa 2026』 ~KAIYU～,,"5月3日(日)@ MOSAiC / SHELTER
『weekend weekend festa 2026』 ~KAIYU～
開場 10:00 / 開演 10:30
チケット 前売 4,900円(各+1D)
※リストバンド交換はMOSAiCにて9:30からとなります。
※再入場自由

ライブ 17:40~18:10(下北沢SHELTER)
特典会 18:10~19:10(並行物販)

■チケット販売サイト
https://ticketdive.com/event/weekendfesta2026",CONFIRMED,,20260428T130231Z
0ke47nogiod10mabibhq9qi9uf@google.com,2026-05-04,2026-05-04,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260404T064909Z
12la00soolf4v31pmhr146vfu5@google.com,2026-05-05,2026-05-05,yes,新宿複数ライブハウス,12:00,13:00,15:45,16:10,16:40,17:40,【イベント】「歌舞伎町UP GATE↑↑2026」,,"5月5日(火・祝)@ 新宿複数ライブハウス
「歌舞伎町UP GATE↑↑2026」
開場 12:00/ 開演 13:00
チケット 各日 7,700円 / 通し券 14,000円

ライブ 15:45~16:10(MARZ)
特典会 16:40~17:40(歌舞伎町タワー17F)

■チケット販売サイト 
http://r10.to/kabukiage2026
※先行抽選受付中：3/15(日)23:59まで",CONFIRMED,,20260424T092245Z
7eecp7t9o5v5rhb1r7i9f4c2b1@google.com,2026-05-06,2026-05-06,yes,下北沢シャングリラ,13:00,13:30,15:30,15:55,17:35,18:35,【イベント】SOVA 10th Anniversary「Owl Decade」,,"5月6日(水)@ 下北沢シャングリラ
SOVA 10th Anniversary「Owl Decade」
開場 13:00/ 開演 13:30
チケット 前売4,000円 当日 5,000円(各+1D)
出演 RAY/Drawry./airattic/ponderosa may bloom/林直大(多次元制御機構よだか) / 瀬名航 / 美味しい曖昧/AQ/ BELLRING少女ハート/I to U $CREAMing!!/hakanai/ピューパ!!/zanka/NaNoMoRaL

ライブ 15:30~15:55
特典会 17:35~18:35(中物販)

■チケット販売サイト
https://livepocket.jp/e/owldec
※チケット発売：4/14(火)22:00先着",CONFIRMED,,20260429T121549Z
5k2maf8bpv2v0uload6t6g8a51@google.com,2026-05-07,2026-05-07,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260404T064917Z
0jgj3sq9a21qrmel6lagkbvbhe@google.com,2026-05-08,2026-05-08,yes,京都ROKA,18:00,18:30,18:30,19:00,20:45,21:55,"【イベント】AQ&0番線と夜明け前 共同企画 ""永久番線""",,"5月8日(金) @京都ROKA
AQ&0番線と夜明け前 共同企画 ""永久番線""
開場 18:00/開演 18:30
前売 3,000円/当日 3,500円(各＋1D)
出演  airattic / AQ / Drawry. / 0番線と夜明け前

ライブ 18:30~19:00
特典会 20:45~21:55

■チケット販売サイト
https://t-dv.com/0508aqbs
※チケット発売：3/31(火)19:00先着",CONFIRMED,,20260330T131409Z
38qmp4io0l0m1kp26fu2sppgku@google.com,2026-05-09,2026-05-09,yes,大阪・心斎橋エリアライブハウス8会場,11:30,12:00,12:10,12:35,12:55,14:10,【イベント】「MAWA LOOP OSAKA 2026」,,"5月9日(土)@ 大阪・心斎橋エリアライブハウス8会場
「MAWA LOOP OSAKA 2026」
チケット
◆1dayチケット：7,300円
◆ライブハウス入場整理券：500円
※Drawry.は5/9のみの出演となります。

ライブ 12:10~12:35(BEYOND)
特典会 12:55~14:10(SUNHALL)

■チケット販売サイト
https://eplus.jp/mawaloop/

■マワループアプリ 
http://mawaloop.link.fespli.com

#マワループ",CONFIRMED,,20260507T100953Z
20lr53d6cnghhjm8kj524sgq2q@google.com,2026-05-10,2026-05-10,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260404T064927Z
2tueejbhjed2f7prv9j6843i4l@google.com,2026-05-13,2026-05-13,yes,WOMB LIVE,15:30,15:50,15:50,16:15,16:25,17:25,【イベント】「Creora supported by My-th」,,"5月13日(水)@ WOMB LIVE
「Creora supported by My-th」
開場 15:30/ 開演 15:50
チケット 前方 ¥5,500 / 一般¥2,500 / 当日各+¥1,000（各D代別）(各+1D)
出演 selfish / zanka / hakanai / FOKALITE / airattic / 美味しい曖昧 / クマリデパート / Drawry. / Ma’Scar’Piece / RePLAY / フューチャーサイダー / KAMAITACI

ライブ 15:50~16:15
特典会 16:25~17:25(並行物販A)

■チケット販売サイト
https://user.my-th.jp/tickets/event/creora_20260513
※チケット発売：4/24(金)21:00先着",CONFIRMED,,20260423T120201Z
2q7874nk16e3to2hr6gvdvrmsf@google.com,2026-05-15,2026-05-15,yes,新宿MARZ,18:50,19:10,20:25,20:50,21:00,22:30,【イベント】「エンジョイナス!!」,,"5月15日(金)@ 新宿MARZ
「エンジョイナス!!」
開場 18:50/ 開演 19:10
チケット 前売2,000円 当日 2,600円(各+1D)
出演 Drawry. / iRiNE / UNDO / 開歌-かいか-

■チケット販売サイト
 https://livepocket.jp/e/5s0vd
※チケット発売：4/17(金)22:00先着",CONFIRMED,,20260416T131759Z
774f3gm08v18v0k68uak0j9m1v@google.com,2026-05-16,2026-05-16,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260515T170148Z
79crqdn1halico03dmpjo0sgsn@google.com,2026-05-17,2026-05-17,yes,青山RizM,10:50,11:10,13:45,14:10,14:35,15:45,【イベント】『TOKYO BEATRECmini』,,"【イベント情報】
5月17日(日)@ 青山RizM
『TOKYO BEATRECmini』
開場 10:50/ 開演 11:10
チケット 前売 2,800円 当日 3,800円(各+1D)
出演 HATENO / じゅじゅ / シンダーエラ / Drawry. / PUREMORPH / メルクマールメルマール / 縷々 / Lion net girl

ライブ 13:45~14:10
特典会 14:35~15:45
 
■チケット販売サイト
 ticketvillage.jp/events/13764
※チケット発売：4/26(日）22:00先着",CONFIRMED,,20260512T100056Z
1jkqqc6qn7mve8hgt7c7bsb7kb@google.com,2026-05-20,2026-05-20,yes,SHIBUYA CLUB QUATTRO,13:00,13:15,15:40,16:05,16:25,17:35,【イベント】「SOUL」,,"5月20日(水)@ SHIBUYA CLUB QUATTRO
「SOUL」
開場 13:00/ 開演 13:15
チケット 前方エリア 6,000円 一般 3,000円(各+1D)
出演
アストレイル / AFTERS / airattic / KAMAITACI / http://Question.VI / ジエメイ
SITUASION / じゅじゅ / XINXIN / シンダーエラ / Drawry. / NUANCE
HIBANA / FOKALITE / Payrin's / ponderosa may bloom
Malcolm Mask McLaren / Maison de Queen / LUVRiX

ライブ 15:40~16:05
特典会 16:25~17:35(並行物販A)
 
■チケット販売サイト
 https://livepocket.jp/e/soul-520
※チケット発売：4/28(火）18:00先着",CONFIRMED,,20260513T014224Z
2mfm8ok0bvjkhg6tt3j86si2mk@google.com,2026-05-22,2026-05-22,yes,下北沢 近道,19:00,19:30,,,,,【小宵めみソロイベント】「めみちゃんが歌います！」@下北沢近道,,"5月22日(金)@ 下北沢 近道
「めみちゃんが歌います！」
開場 19:00/ 開演 19:30
本編終了 20:40(予定) 特典会終了 22:00(予定)
チケット 前売2,500円 当日 3,000円(各+1D)
※小宵めみ ソロでの弾き語りイベントとなります。
※前方のみ椅子がございます。椅子が埋まり次第、立ち見でのご案内となる場合がございます。

■チケット販売サイト
https://t-dv.com/memi02
※チケット発売：4/7(火）22:30先着",CONFIRMED,,20260513T101725Z
3bssileq74769rvml92sd5mqi3@google.com,2026-05-23,2026-05-24,yes,三崎公園野外音楽堂(福島県いわき市),11:00,11:30,11:30,11:55,12:05,13:05,【イベント】「リーディング エクストロメ‼」,,"5月23日(土),24日(日)@ 三崎公園野外音楽堂(福島県いわき市)
「リーディング エクストロメ‼」
両日 開場 11:00/ 開演 11:30 ※両日19:00頃終演予定
チケット各日 前売4,500円 当日 5,500円(各+1D)

23日
ライブ 11:30~11:55
特典会 12:05~13:05(並行物販A)

24日ライブ 12:45~13:10
特典会 13:20~14:20(並行物販A)

●両日出演
AFTERS
BELLRING少女ハート
diig
Drawry.
FOKALITE
I to U $CREAMing!!
カイジューバイミー
きのホ。
校庭カメラガールフィーア
クマリデパート
.LiNIXLiNE.
スパンコールグッドタイムズ

●23日のみ出演
anew
NUANCE
折原伊桜
SHAKEBE
SITUASION

●24日のみ出演
i_andscape
LiVS
MID POP
RAY
ゆるめるモ！

■チケット販売サイト https://livepocket.jp/e/prf62 ※チケット発売：4/11(土)22:00先着",CONFIRMED,,20260421T093136Z
0mu35iin3pog42mouiekelhg4r@google.com,2026-05-28,2026-05-28,yes,渋谷近未来会館,18:40,19:00,19:30,20:00,21:10,22:20,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,,"5月28日(木)@ 渋谷近未来会館
#ﾆｷﾌﾟﾚ『シキサイ。』
開場 18:40/ 開演 19:00
チケット 前売2,800円 当日 3,300円(各+1D)
出演 Drawry. / hakanai / iCON! / I MY ME MINE

■チケット販売サイト
https://ticketdive.com/event/20260528_nikipre
※チケット発売：4/9(木)22:00先着",CONFIRMED,,20260408T090611Z
5umnd8ontb2tufoug82d9lent7@google.com,2026-05-30,2026-05-30,yes,Spotify O-Crest,11:25,11:50,12:40,,13:20,14:30,【イベント】Drawry.主催イベント「build a family vol.3」,,"5月30日(土)@ 渋谷Spotify O-Crest
Drawry.主催イベント「build a family vol.3」
開場 11:25/ 開演 11:50
チケット 前売2,300円 当日 3,000円(各+1D)
出演 Drawry. / AFTERS / ゆるめるモ！
 
■チケット販売サイト
 https://t-dv.com/build-a-family-vol3
※チケット発売日：5/3(日)22:00先着",CONFIRMED,,20260502T121214Z
0clk2l3bh445di8ek1hpr1gab6@google.com,2026-05-31,2026-05-31,yes,,,,,,,,×,,イベント入る可能性低い,CONFIRMED,,20260520T021638Z
1dgjuambp8pi6iaijg4qnnap0n@google.com,2026-06-03,2026-06-03,yes,新宿MARZ,18:30,19:00,19:00,19:30,21:00,22:00,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,,"6月3日(水)@ 新宿MARZ
UNIVERSE企画『NEW ORDER #無銭NIGHT』
開場 18:30/ 開演 19:00
チケット 前売0円 当日 1,000円 (各+2D)
出演 NUANCE / AFTERS / 月刊PAM / Drawry.

ライブ 19:00~19:30
特典会 21:00~22:00

■チケット販売サイト
 https://livepocket.jp/e/o6fd6
※チケット発売日：5/16(土) 22:30先着",CONFIRMED,,20260515T151310Z
166s6kmodrv21fir7vbdgh4m61@google.com,2026-06-06,2026-06-06,yes,下北沢シャングリラ,10:30,11:00,14:40,15:10,15:25,16:25,【イベント】INFINITY LIVE presents『ASTRO CIRCLE 2026』,,"6月6日(土)@ シャングリラ / Flowers LOFT / ERA / MOSAiC / 下北線路街空き地
INFINITY LIVE presents『ASTRO CIRCLE 2026』
チケット
・COMPLETE TICKET ¥8,400
（ASTRO CIRCLE 2026 限定オリジナルTシャツ / ASTRO CIRCLE 2026限定 ラバーバンド）
・STANDARD TICKET ¥4,400(各+1D)
※リストバンド交換は10:30〜 下北線路街空き地にて

ライブ 14:40~15:10(シャングリラ)
特典会 15:25~16:25(空き地B)

 ■チケット販売サイト 
https://t-dv.com/ASTROCIRCLE2026
※チケット発売日：5/6(水)20:00先着",CONFIRMED,,20260530T114029Z
