event_date,live_start,showtime,event_uid,position,song,is_se,is_interlude,is_encore,note,venue,post_event_name,calendar_summary,source_file
2026-03-29,18:45,11:30,1049cqce66b9j6aes9qr80dbh9@google.com,4,ルミナス,no,no,no,,Flowers Loft,『脱却』,【イベント】『脱却』,2026-08-17.txt
2026-03-29,18:45,11:30,1049cqce66b9j6aes9qr80dbh9@google.com,5,朝焼けと車窓,no,no,no,,Flowers Loft,『脱却』,【イベント】『脱却』,2026-08-17.txt
2026-03-29,18:45,11:30,1049cqce66b9j6aes9qr80dbh9@google.com,6,タイムカプセル,no,no,no,,Flowers Loft,『脱却』,【イベント】『脱却』,2026-08-17.txt
2026-03-29,18:45,11:30,1049cqce66b9j6aes9qr80dbh9@google.com,7,スタンドバイミー,no,no,no,,Flowers Loft,『脱却』,【イベント】『脱却』,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,1,SE(Draw a Story),yes,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,2,"Dear,History",no,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,3,Blooming,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,4,Begin the Journey!,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,5,Interlude,no,yes,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,6,ラブストーリーが始まらない,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,7,プライマリ,no,no,no,拡張イントロ,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,8,Draw a line,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,9,ルミナス,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,10,朝焼けと車窓,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,11,スタンドバイミー,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-04,,11:30,39u2voll41gsharfn8iqkn2gfk@google.com,12,タイムカプセル,no,no,yes,,下北沢MOSAiC,Drawry.主催イベント「I Believe -After party-」,【イベント】Drawry.主催イベント「I Believe -After party-」,2026-08-17.txt
2026-04-05,13:15,10:45,0nlfb9uouk3m75rvigvkkfd9cj@google.com,1,スタンドバイミー,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-05,13:15,10:45,0nlfb9uouk3m75rvigvkkfd9cj@google.com,2,朝焼けと車窓,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-05,13:15,10:45,0nlfb9uouk3m75rvigvkkfd9cj@google.com,3,Interlude,no,yes,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-05,13:15,10:45,0nlfb9uouk3m75rvigvkkfd9cj@google.com,4,ラブストーリーが始まらない,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-05,13:15,10:45,0nlfb9uouk3m75rvigvkkfd9cj@google.com,5,描きかけの空,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-05,13:15,10:45,0nlfb9uouk3m75rvigvkkfd9cj@google.com,6,ルミナス,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-05,13:15,10:45,0nlfb9uouk3m75rvigvkkfd9cj@google.com,7,タイムカプセル,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-11,13:20,10:50,2v5r8qghdpp13b322f5bungth9@google.com,1,SE(スタンドバイミー),yes,no,no,,大塚FUTURE:,『Buenos días desde Otsuka.』,【イベント】『Buenos días desde Otsuka.』,2026-08-17.txt
2026-04-11,13:20,10:50,2v5r8qghdpp13b322f5bungth9@google.com,2,"Dear,History",no,no,no,,大塚FUTURE:,『Buenos días desde Otsuka.』,【イベント】『Buenos días desde Otsuka.』,2026-08-17.txt
2026-04-11,13:20,10:50,2v5r8qghdpp13b322f5bungth9@google.com,3,Blooming,no,no,no,,大塚FUTURE:,『Buenos días desde Otsuka.』,【イベント】『Buenos días desde Otsuka.』,2026-08-17.txt
2026-04-11,13:20,10:50,2v5r8qghdpp13b322f5bungth9@google.com,4,Moving Lights!,no,no,no,,大塚FUTURE:,『Buenos días desde Otsuka.』,【イベント】『Buenos días desde Otsuka.』,2026-08-17.txt
2026-04-11,13:20,10:50,2v5r8qghdpp13b322f5bungth9@google.com,5,ルミナス,no,no,no,,大塚FUTURE:,『Buenos días desde Otsuka.』,【イベント】『Buenos días desde Otsuka.』,2026-08-17.txt
2026-04-11,13:20,10:50,2v5r8qghdpp13b322f5bungth9@google.com,6,朝焼けと車窓,no,no,no,,大塚FUTURE:,『Buenos días desde Otsuka.』,【イベント】『Buenos días desde Otsuka.』,2026-08-17.txt
2026-04-11,13:20,10:50,2v5r8qghdpp13b322f5bungth9@google.com,7,スタンドバイミー,no,no,no,,大塚FUTURE:,『Buenos días desde Otsuka.』,【イベント】『Buenos días desde Otsuka.』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,1,SE(Moving Lights!),yes,no,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,2,Moving Lights!,no,no,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,3,Interlude,no,yes,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,4,Begin the Journey!,no,no,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,5,ラブストーリーが始まらない,no,no,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,6,Draw a line,no,no,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,7,スタンドバイミー,no,no,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,8,朝焼けと車窓,no,no,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-14,20:20,18:50,3k8gn3h0etaukbpvhg3jvkierr@google.com,9,タイムカプセル,no,no,no,,渋谷チェルシーホテル,#ﾆｷﾌﾟﾚ『シキサイ。』,【イベント】#ﾆｷﾌﾟﾚ『シキサイ。』,2026-08-17.txt
2026-04-18,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,1,SE(Draw a Story),yes,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼️ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-18,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,2,Blooming,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼️ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-18,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,3,Moving Lights!,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼️ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-18,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,4,Interlude,no,yes,no,,いわき湯本温泉 旅館こいと,エクストロメ‼️ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-18,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,5,Begin the Journey!,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼️ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-18,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,6,描きかけの空,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼️ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-18,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,7,朝焼けと車窓,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼️ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-18,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,8,ルミナス,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼️ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-19,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,1,"Dear,History",no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-19,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,2,朝焼けと車窓,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-19,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,3,Interlude,no,yes,no,,いわき湯本温泉 旅館こいと,エクストロメ‼ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-19,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,4,ラブストーリーが始まらない,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-19,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,5,ルミナス,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-19,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,6,タイムカプセル,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-19,12:00,12:00,0t6gv7f3qcjsa6sgn9pd6l0p15@google.com,7,スタンドバイミー,no,no,no,,いわき湯本温泉 旅館こいと,エクストロメ‼ presents『トロメ〜湯♨️』,【イベント】エクストロメ‼ presents『トロメ〜湯♨️』,2026-08-17.txt
2026-04-22,16:05,13:00,7tib09ak15b80e85afjs5dmb1f@google.com,1,SE(プライマリ),yes,no,no,,SHIBUYA CLUB QUATTRO,「SOUL」,【イベント】「SOUL」,2026-08-17.txt
2026-04-22,16:05,13:00,7tib09ak15b80e85afjs5dmb1f@google.com,2,プライマリ,no,no,no,,SHIBUYA CLUB QUATTRO,「SOUL」,【イベント】「SOUL」,2026-08-17.txt
2026-04-22,16:05,13:00,7tib09ak15b80e85afjs5dmb1f@google.com,3,"Dear,History",no,no,no,,SHIBUYA CLUB QUATTRO,「SOUL」,【イベント】「SOUL」,2026-08-17.txt
2026-04-22,16:05,13:00,7tib09ak15b80e85afjs5dmb1f@google.com,4,描きかけの空,no,no,no,,SHIBUYA CLUB QUATTRO,「SOUL」,【イベント】「SOUL」,2026-08-17.txt
2026-04-22,16:05,13:00,7tib09ak15b80e85afjs5dmb1f@google.com,5,ルミナス,no,no,no,,SHIBUYA CLUB QUATTRO,「SOUL」,【イベント】「SOUL」,2026-08-17.txt
2026-04-22,16:05,13:00,7tib09ak15b80e85afjs5dmb1f@google.com,6,朝焼けと車窓,no,no,no,,SHIBUYA CLUB QUATTRO,「SOUL」,【イベント】「SOUL」,2026-08-17.txt
2026-04-22,16:05,13:00,7tib09ak15b80e85afjs5dmb1f@google.com,7,スタンドバイミー,no,no,no,,SHIBUYA CLUB QUATTRO,「SOUL」,【イベント】「SOUL」,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,1,SE(スタンドバイミー),yes,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,2,"Dear,History",no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,3,描きかけの空,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,4,Interlude,no,yes,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,5,ラブストーリーが始まらない,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,6,Draw a line,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,7,ルミナス,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,8,朝焼けと車窓,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-24,20:30,19:00,7qq9po5j94vnn1uua8t0cci4ha@google.com,9,タイムカプセル,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER #無銭NIGHT』,2026-08-17.txt
2026-04-25,16:20,15:30,38lopms7ofcq1opqn08hh9s4vf@google.com,1,SE(Draw a Story),yes,no,no,,下北沢MOSAiC,『Road to Festival In the Rain2026 #01』supported by INFINITY LIVE,【イベント】『Road to Festival In the Rain2026 #01』 supported by INFINITY LIVE,2026-08-17.txt
2026-04-25,16:20,15:30,38lopms7ofcq1opqn08hh9s4vf@google.com,2,"Dear,History",no,no,no,,下北沢MOSAiC,『Road to Festival In the Rain2026 #01』supported by INFINITY LIVE,【イベント】『Road to Festival In the Rain2026 #01』 supported by INFINITY LIVE,2026-08-17.txt
2026-04-25,16:20,15:30,38lopms7ofcq1opqn08hh9s4vf@google.com,3,Blooming,no,no,no,,下北沢MOSAiC,『Road to Festival In the Rain2026 #01』supported by INFINITY LIVE,【イベント】『Road to Festival In the Rain2026 #01』 supported by INFINITY LIVE,2026-08-17.txt
2026-04-25,16:20,15:30,38lopms7ofcq1opqn08hh9s4vf@google.com,4,描きかけの空,no,no,no,,下北沢MOSAiC,『Road to Festival In the Rain2026 #01』supported by INFINITY LIVE,【イベント】『Road to Festival In the Rain2026 #01』 supported by INFINITY LIVE,2026-08-17.txt
2026-04-25,16:20,15:30,38lopms7ofcq1opqn08hh9s4vf@google.com,5,ルミナス,no,no,no,,下北沢MOSAiC,『Road to Festival In the Rain2026 #01』supported by INFINITY LIVE,【イベント】『Road to Festival In the Rain2026 #01』 supported by INFINITY LIVE,2026-08-17.txt
2026-04-25,16:20,15:30,38lopms7ofcq1opqn08hh9s4vf@google.com,6,朝焼けと車窓,no,no,no,,下北沢MOSAiC,『Road to Festival In the Rain2026 #01』supported by INFINITY LIVE,【イベント】『Road to Festival In the Rain2026 #01』 supported by INFINITY LIVE,2026-08-17.txt
2026-04-25,16:20,15:30,38lopms7ofcq1opqn08hh9s4vf@google.com,7,スタンドバイミー,no,no,no,,下北沢MOSAiC,『Road to Festival In the Rain2026 #01』supported by INFINITY LIVE,【イベント】『Road to Festival In the Rain2026 #01』 supported by INFINITY LIVE,2026-08-17.txt
2026-04-26,11:25,11:00,49g828ivtam7gnftuvn4fsc935@google.com,1,SE(Moving Lights!),yes,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-26,11:25,11:00,49g828ivtam7gnftuvn4fsc935@google.com,2,Moving Lights!,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-26,11:25,11:00,49g828ivtam7gnftuvn4fsc935@google.com,3,Interlude,no,yes,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-26,11:25,11:00,49g828ivtam7gnftuvn4fsc935@google.com,4,Begin the Journey!,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-26,11:25,11:00,49g828ivtam7gnftuvn4fsc935@google.com,5,ルミナス,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-26,11:25,11:00,49g828ivtam7gnftuvn4fsc935@google.com,6,朝焼けと車窓,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-26,11:25,11:00,49g828ivtam7gnftuvn4fsc935@google.com,7,タイムカプセル,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-26,11:25,11:00,49g828ivtam7gnftuvn4fsc935@google.com,8,スタンドバイミー,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROPUFF』,【イベント】INFINITY LIVE presents『ASTROPUFF』,2026-08-17.txt
2026-04-29,16:40,10:40,7d1t4stgni2b85hhhmb0sm3orb@google.com,1,SE(Draw a Story),yes,no,no,,新宿LOFT,「ソノウチ」,【イベント】「ソノウチ」,2026-08-17.txt
2026-04-29,16:40,10:40,7d1t4stgni2b85hhhmb0sm3orb@google.com,2,Blooming,no,no,no,,新宿LOFT,「ソノウチ」,【イベント】「ソノウチ」,2026-08-17.txt
2026-04-29,16:40,10:40,7d1t4stgni2b85hhhmb0sm3orb@google.com,3,Moving Lights!,no,no,no,,新宿LOFT,「ソノウチ」,【イベント】「ソノウチ」,2026-08-17.txt
2026-04-29,16:40,10:40,7d1t4stgni2b85hhhmb0sm3orb@google.com,4,Interlude,no,yes,no,,新宿LOFT,「ソノウチ」,【イベント】「ソノウチ」,2026-08-17.txt
2026-04-29,16:40,10:40,7d1t4stgni2b85hhhmb0sm3orb@google.com,5,Begin the Journey!,no,no,no,,新宿LOFT,「ソノウチ」,【イベント】「ソノウチ」,2026-08-17.txt
2026-04-29,16:40,10:40,7d1t4stgni2b85hhhmb0sm3orb@google.com,6,ラブストーリーが始まらない,no,no,no,,新宿LOFT,「ソノウチ」,【イベント】「ソノウチ」,2026-08-17.txt
2026-04-29,16:40,10:40,7d1t4stgni2b85hhhmb0sm3orb@google.com,7,ルミナス,no,no,no,,新宿LOFT,「ソノウチ」,【イベント】「ソノウチ」,2026-08-17.txt
2026-04-29,16:40,10:40,7d1t4stgni2b85hhhmb0sm3orb@google.com,8,朝焼けと車窓,no,no,no,,新宿LOFT,「ソノウチ」,【イベント】「ソノウチ」,2026-08-17.txt
2026-04-30,18:55,18:30,12reii57d663m7ishjkqvc5e6q@google.com,1,スタンドバイミー,no,no,no,,新宿MARZ,YOTAKA定期公演『Starlight』vol.4,【イベント】YOTAKA定期公演『Starlight』vol.4,2026-08-17.txt
2026-04-30,18:55,18:30,12reii57d663m7ishjkqvc5e6q@google.com,2,朝焼けと車窓,no,no,no,,新宿MARZ,YOTAKA定期公演『Starlight』vol.4,【イベント】YOTAKA定期公演『Starlight』vol.4,2026-08-17.txt
2026-04-30,18:55,18:30,12reii57d663m7ishjkqvc5e6q@google.com,3,Begin the Journey!,no,no,no,,新宿MARZ,YOTAKA定期公演『Starlight』vol.4,【イベント】YOTAKA定期公演『Starlight』vol.4,2026-08-17.txt
2026-04-30,18:55,18:30,12reii57d663m7ishjkqvc5e6q@google.com,4,ラブストーリーが始まらない,no,no,no,,新宿MARZ,YOTAKA定期公演『Starlight』vol.4,【イベント】YOTAKA定期公演『Starlight』vol.4,2026-08-17.txt
2026-04-30,18:55,18:30,12reii57d663m7ishjkqvc5e6q@google.com,5,ルミナス,no,no,no,,新宿MARZ,YOTAKA定期公演『Starlight』vol.4,【イベント】YOTAKA定期公演『Starlight』vol.4,2026-08-17.txt
2026-04-30,18:55,18:30,12reii57d663m7ishjkqvc5e6q@google.com,6,タイムカプセル,no,no,no,,新宿MARZ,YOTAKA定期公演『Starlight』vol.4,【イベント】YOTAKA定期公演『Starlight』vol.4,2026-08-17.txt
2026-05-02,13:00,13:00,1h49ri9i9uc06n4h83k2ln8e29@google.com,1,SE(スタンドバイミー),yes,no,no,,銀座BASE GRANBELL,「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,2026-08-17.txt
2026-05-02,13:00,13:00,1h49ri9i9uc06n4h83k2ln8e29@google.com,2,"Dear,History",no,no,no,,銀座BASE GRANBELL,「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,2026-08-17.txt
2026-05-02,13:00,13:00,1h49ri9i9uc06n4h83k2ln8e29@google.com,3,Interlude,no,yes,no,,銀座BASE GRANBELL,「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,2026-08-17.txt
2026-05-02,13:00,13:00,1h49ri9i9uc06n4h83k2ln8e29@google.com,4,ラブストーリーが始まらない,no,no,no,,銀座BASE GRANBELL,「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,2026-08-17.txt
2026-05-02,13:00,13:00,1h49ri9i9uc06n4h83k2ln8e29@google.com,5,描きかけの空,no,no,no,,銀座BASE GRANBELL,「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,2026-08-17.txt
2026-05-02,13:00,13:00,1h49ri9i9uc06n4h83k2ln8e29@google.com,6,Begin the Journey!,no,no,no,,銀座BASE GRANBELL,「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,2026-08-17.txt
2026-05-02,13:00,13:00,1h49ri9i9uc06n4h83k2ln8e29@google.com,7,朝焼けと車窓,no,no,no,,銀座BASE GRANBELL,「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,2026-08-17.txt
2026-05-02,13:00,13:00,1h49ri9i9uc06n4h83k2ln8e29@google.com,8,ルミナス,no,no,no,,銀座BASE GRANBELL,「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,【イベント】「KAWAii is not ENOUGH supported by エクストロメ Vol.9」,2026-08-17.txt
2026-05-03,17:40,10:30,1ptptrg4ssnlrumcsbbms4ilpb@google.com,1,SE(プライマリ),yes,no,no,,下北沢SHELTER,『weekend weekend festa 2026』 ~KAIYU～,【イベント】『weekend weekend festa 2026』 ~KAIYU～,2026-08-17.txt
2026-05-03,17:40,10:30,1ptptrg4ssnlrumcsbbms4ilpb@google.com,2,プライマリ,no,no,no,,下北沢SHELTER,『weekend weekend festa 2026』 ~KAIYU～,【イベント】『weekend weekend festa 2026』 ~KAIYU～,2026-08-17.txt
